# Lifetime spectra at each unfolded fraction
# Gaussian R_mean=35.0 Å, sigma=4.0 Å; WLC Lc=80.0 Å, Lp=60.0 Å
# fraction_unfolded	amplitude	lifetime_ns
0.15000000	0.00113048	0.03798856
0.15000000	0.00126870	0.05148528
0.15000000	0.00143154	0.06969281
0.15000000	0.00162407	0.09418577
0.15000000	0.00185250	0.12700841
0.15000000	0.00212448	0.17076925
0.15000000	0.00244933	0.22871750
0.15000000	0.00283843	0.30476469
0.15000000	0.00330551	0.40339249
0.15000000	0.00386691	0.52936573
0.15000000	0.00454163	0.68716232
0.15000000	0.00535070	0.88006846
0.15000000	0.00631543	1.10900028
0.15000000	0.00745304	1.37130906
0.15000000	0.00876728	1.66003533
0.15000000	0.01022933	1.96413013
0.15000000	0.01174070	2.26989307
0.15000000	0.01306569	2.56332399
0.15000000	0.01372417	2.83258347
0.15000000	0.01288510	3.06969371
0.15000000	0.00954459	3.27103882
0.15000000	0.00395096	3.43680211
0.15000000	0.00024020	3.56982850
0.15000000	0.00000000	3.67441095
0.15000000	0.00000000	3.75531030
0.15000000	0.00000000	3.81710905
0.15000000	0.00000000	3.86386573
0.15000000	0.00000000	3.89898525
0.15000000	0.00000000	3.92522008
0.15000000	0.00000000	3.94473795
0.15000000	0.00000000	3.95921452
0.15000000	0.00000000	3.96992768
0.15000000	0.00000000	3.97784255
0.15000000	0.00000000	3.98368284
0.15000000	0.00000000	4.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000000
0.20000000	0.00000000	0.00000001
0.20000000	0.00000000	0.00000001
0.20000000	0.00000000	0.00000001
0.20000000	0.00000000	0.00000001
0.20000000	0.00000000	0.00000002
0.20000000	0.00000000	0.00000003
0.20000000	0.00000000	0.00000004
0.20000000	0.00000000	0.00000005
0.20000000	0.00000000	0.00000007
0.20000000	0.00000000	0.00000009
0.20000000	0.00000000	0.00000013
0.20000000	0.00000000	0.00000018
0.20000000	0.00000000	0.00000024
0.20000000	0.00000000	0.00000032
0.20000000	0.00000000	0.00000044
0.20000000	0.00000000	0.00000060
0.20000000	0.00000000	0.00000081
0.20000000	0.00000000	0.00000111
0.20000000	0.00000000	0.00000151
0.20000000	0.00000000	0.00000205
0.20000000	0.00000000	0.00000279
0.20000000	0.00000000	0.00000379
0.20000000	0.00000000	0.00000515
0.20000000	0.00000000	0.00000701
0.20000000	0.00000000	0.00000953
0.20000000	0.00000000	0.00001296
0.20000000	0.00000000	0.00001762
0.20000000	0.00000000	0.00002396
0.20000000	0.00000000	0.00003258
0.20000000	0.00000000	0.00004431
0.20000000	0.00000000	0.00006026
0.20000000	0.00000000	0.00008195
0.20000000	0.00000000	0.00011144
0.20000000	0.00000000	0.00015155
0.20000000	0.00000000	0.00020609
0.20000000	0.00000000	0.00028027
0.20000000	0.00000000	0.00038113
0.20000000	0.00000001	0.00051829
0.20000000	0.00000001	0.00070479
0.20000000	0.00000004	0.00095840
0.20000000	0.00000009	0.00130323
0.20000000	0.00000023	0.00177208
0.20000000	0.00000061	0.00240949
0.20000000	0.00000159	0.00327600
0.20000000	0.00000423	0.00445377
0.20000000	0.00001128	0.00605433
0.20000000	0.00003003	0.00822890
0.20000000	0.00007946	0.01118233
0.20000000	0.00020749	0.01519175
0.20000000	0.00053073	0.02063131
0.20000000	0.00131813	0.02800487
0.20000000	0.00314692	0.03798856
0.20000000	0.00713942	0.05148528
0.20000000	0.01519115	0.06969281
0.20000000	0.02986628	0.09418577
0.20000000	0.05334125	0.12700841
0.20000000	0.08489421	0.17076925
0.20000000	0.11780452	0.22871750
0.20000000	0.13906451	0.30476469
0.20000000	0.13581991	0.40339249
0.20000000	0.10636182	0.52936573
0.20000000	0.06446846	0.68716232
0.20000000	0.02906666	0.88006846
0.20000000	0.00932263	1.10900028
0.20000000	0.00202304	1.37130906
0.20000000	0.00028078	1.66003533
0.20000000	0.00002340	1.96413013
0.20000000	0.00000109	2.26989307
0.20000000	0.00000003	2.56332399
0.20000000	0.00000000	2.83258347
0.20000000	0.00000000	3.06969371
0.20000000	0.00000000	3.27103882
0.20000000	0.00000000	3.43680211
0.20000000	0.00000000	3.56982850
0.20000000	0.00000000	3.67441095
0.20000000	0.00000000	3.75531030
0.20000000	0.00000000	3.81710905
0.20000000	0.00000000	3.86386573
0.20000000	0.00000000	3.89898525
0.20000000	0.00000000	3.92522008
0.20000000	0.00000000	3.94473795
0.20000000	0.00000000	3.95921452
0.20000000	0.00000000	3.96992768
0.20000000	0.00000000	3.97784255
0.20000000	0.00000000	3.98368284
0.20000000	0.00000000	4.00000000
0.20000000	0.00028847	0.00000000
0.20000000	0.00028863	0.00000000
0.20000000	0.00028880	0.00000000
0.20000000	0.00028898	0.00000000
0.20000000	0.00028919	0.00000000
0.20000000	0.00028942	0.00000000
0.20000000	0.00028968	0.00000000
0.20000000	0.00028996	0.00000000
0.20000000	0.00029028	0.00000000
0.20000000	0.00029063	0.00000000
0.20000000	0.00029101	0.00000000
0.20000000	0.00029144	0.00000001
0.20000000	0.00029192	0.00000001
0.20000000	0.00029244	0.00000001
0.20000000	0.00029303	0.00000001
0.20000000	0.00029368	0.00000002
0.20000000	0.00029439	0.00000003
0.20000000	0.00029519	0.00000004
0.20000000	0.00029607	0.00000005
0.20000000	0.00029705	0.00000007
0.20000000	0.00029814	0.00000009
0.20000000	0.00029934	0.00000013
0.20000000	0.00030068	0.00000018
0.20000000	0.00030216	0.00000024
0.20000000	0.00030380	0.00000032
0.20000000	0.00030563	0.00000044
0.20000000	0.00030766	0.00000060
0.20000000	0.00030991	0.00000081
0.20000000	0.00031241	0.00000111
0.20000000	0.00031519	0.00000151
0.20000000	0.00031828	0.00000205
0.20000000	0.00032171	0.00000279
0.20000000	0.00032553	0.00000379
0.20000000	0.00032978	0.00000515
0.20000000	0.00033450	0.00000701
0.20000000	0.00033977	0.00000953
0.20000000	0.00034563	0.00001296
0.20000000	0.00035217	0.00001762
0.20000000	0.00035947	0.00002396
0.20000000	0.00036761	0.00003258
0.20000000	0.00037671	0.00004431
0.20000000	0.00038689	0.00006026
0.20000000	0.00039828	0.00008195
0.20000000	0.00041103	0.00011144
0.20000000	0.00042534	0.00015155
0.20000000	0.00044141	0.00020609
0.20000000	0.00045947	0.00028027
0.20000000	0.00047982	0.00038113
0.20000000	0.00050276	0.00051829
0.20000000	0.00052867	0.00070479
0.20000000	0.00055800	0.00095840
0.20000000	0.00059125	0.00130323
0.20000000	0.00062903	0.00177208
0.20000000	0.00067205	0.00240949
0.20000000	0.00072116	0.00327600
0.20000000	0.00077736	0.00445377
0.20000000	0.00084185	0.00605433
0.20000000	0.00091605	0.00822890
0.20000000	0.00100170	0.01118233
0.20000000	0.00110086	0.01519175
0.20000000	0.00121604	0.02063131
0.20000000	0.00135028	0.02800487
0.20000000	0.00150730	0.03798856
0.20000000	0.00169161	0.05148528
0.20000000	0.00190872	0.06969281
0.20000000	0.00216542	0.09418577
0.20000000	0.00247000	0.12700841
0.20000000	0.00283264	0.17076925
0.20000000	0.00326578	0.22871750
0.20000000	0.00378457	0.30476469
0.20000000	0.00440734	0.40339249
0.20000000	0.00515589	0.52936573
0.20000000	0.00605551	0.68716232
0.20000000	0.00713427	0.88006846
0.20000000	0.00842057	1.10900028
0.20000000	0.00993738	1.37130906
0.20000000	0.01168971	1.66003533
0.20000000	0.01363911	1.96413013
0.20000000	0.01565426	2.26989307
0.20000000	0.01742092	2.56332399
0.20000000	0.01829889	2.83258347
0.20000000	0.01718013	3.06969371
0.20000000	0.01272612	3.27103882
0.20000000	0.00526795	3.43680211
0.20000000	0.00032026	3.56982850
0.20000000	0.00000000	3.67441095
0.20000000	0.00000000	3.75531030
0.20000000	0.00000000	3.81710905
0.20000000	0.00000000	3.86386573
0.20000000	0.00000000	3.89898525
0.20000000	0.00000000	3.92522008
0.20000000	0.00000000	3.94473795
0.20000000	0.00000000	3.95921452
0.20000000	0.00000000	3.96992768
0.20000000	0.00000000	3.97784255
0.20000000	0.00000000	3.98368284
0.20000000	0.00000000	4.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000000
0.25000000	0.00000000	0.00000001
0.25000000	0.00000000	0.00000001
0.25000000	0.00000000	0.00000001
0.25000000	0.00000000	0.00000001
0.25000000	0.00000000	0.00000002
0.25000000	0.00000000	0.00000003
0.25000000	0.00000000	0.00000004
0.25000000	0.00000000	0.00000005
0.25000000	0.00000000	0.00000007
0.25000000	0.00000000	0.00000009
0.25000000	0.00000000	0.00000013
0.25000000	0.00000000	0.00000018
0.25000000	0.00000000	0.00000024
0.25000000	0.00000000	0.00000032
0.25000000	0.00000000	0.00000044
0.25000000	0.00000000	0.00000060
0.25000000	0.00000000	0.00000081
0.25000000	0.00000000	0.00000111
0.25000000	0.00000000	0.00000151
0.25000000	0.00000000	0.00000205
0.25000000	0.00000000	0.00000279
0.25000000	0.00000000	0.00000379
0.25000000	0.00000000	0.00000515
0.25000000	0.00000000	0.00000701
0.25000000	0.00000000	0.00000953
0.25000000	0.00000000	0.00001296
0.25000000	0.00000000	0.00001762
0.25000000	0.00000000	0.00002396
0.25000000	0.00000000	0.00003258
0.25000000	0.00000000	0.00004431
0.25000000	0.00000000	0.00006026
0.25000000	0.00000000	0.00008195
0.25000000	0.00000000	0.00011144
0.25000000	0.00000000	0.00015155
0.25000000	0.00000000	0.00020609
0.25000000	0.00000000	0.00028027
0.25000000	0.00000000	0.00038113
0.25000000	0.00000001	0.00051829
0.25000000	0.00000001	0.00070479
0.25000000	0.00000003	0.00095840
0.25000000	0.00000009	0.00130323
0.25000000	0.00000022	0.00177208
0.25000000	0.00000057	0.00240949
0.25000000	0.00000149	0.00327600
0.25000000	0.00000397	0.00445377
0.25000000	0.00001057	0.00605433
0.25000000	0.00002816	0.00822890
0.25000000	0.00007449	0.01118233
0.25000000	0.00019452	0.01519175
0.25000000	0.00049756	0.02063131
0.25000000	0.00123574	0.02800487
0.25000000	0.00295024	0.03798856
0.25000000	0.00669321	0.05148528
0.25000000	0.01424171	0.06969281
0.25000000	0.02799963	0.09418577
0.25000000	0.05000742	0.12700841
0.25000000	0.07958832	0.17076925
0.25000000	0.11044174	0.22871750
0.25000000	0.13037298	0.30476469
0.25000000	0.12733117	0.40339249
0.25000000	0.09971421	0.52936573
0.25000000	0.06043918	0.68716232
0.25000000	0.02724999	0.88006846
0.25000000	0.00873997	1.10900028
0.25000000	0.00189660	1.37130906
0.25000000	0.00026323	1.66003533
0.25000000	0.00002194	1.96413013
0.25000000	0.00000102	2.26989307
0.25000000	0.00000002	2.56332399
0.25000000	0.00000000	2.83258347
0.25000000	0.00000000	3.06969371
0.25000000	0.00000000	3.27103882
0.25000000	0.00000000	3.43680211
0.25000000	0.00000000	3.56982850
0.25000000	0.00000000	3.67441095
0.25000000	0.00000000	3.75531030
0.25000000	0.00000000	3.81710905
0.25000000	0.00000000	3.86386573
0.25000000	0.00000000	3.89898525
0.25000000	0.00000000	3.92522008
0.25000000	0.00000000	3.94473795
0.25000000	0.00000000	3.95921452
0.25000000	0.00000000	3.96992768
0.25000000	0.00000000	3.97784255
0.25000000	0.00000000	3.98368284
0.25000000	0.00000000	4.00000000
0.25000000	0.00036059	0.00000000
0.25000000	0.00036078	0.00000000
0.25000000	0.00036099	0.00000000
0.25000000	0.00036123	0.00000000
0.25000000	0.00036149	0.00000000
0.25000000	0.00036178	0.00000000
0.25000000	0.00036210	0.00000000
0.25000000	0.00036245	0.00000000
0.25000000	0.00036285	0.00000000
0.25000000	0.00036328	0.00000000
0.25000000	0.00036377	0.00000000
0.25000000	0.00036430	0.00000001
0.25000000	0.00036490	0.00000001
0.25000000	0.00036556	0.00000001
0.25000000	0.00036629	0.00000001
0.25000000	0.00036709	0.00000002
0.25000000	0.00036799	0.00000003
0.25000000	0.00036899	0.00000004
0.25000000	0.00037009	0.00000005
0.25000000	0.00037131	0.00000007
0.25000000	0.00037267	0.00000009
0.25000000	0.00037418	0.00000013
0.25000000	0.00037585	0.00000018
0.25000000	0.00037770	0.00000024
0.25000000	0.00037976	0.00000032
0.25000000	0.00038204	0.00000044
0.25000000	0.00038457	0.00000060
0.25000000	0.00038739	0.00000081
0.25000000	0.00039051	0.00000111
0.25000000	0.00039399	0.00000151
0.25000000	0.00039785	0.00000205
0.25000000	0.00040214	0.00000279
0.25000000	0.00040691	0.00000379
0.25000000	0.00041222	0.00000515
0.25000000	0.00041813	0.00000701
0.25000000	0.00042471	0.00000953
0.25000000	0.00043204	0.00001296
0.25000000	0.00044022	0.00001762
0.25000000	0.00044934	0.00002396
0.25000000	0.00045952	0.00003258
0.25000000	0.00047089	0.00004431
0.25000000	0.00048361	0.00006026
0.25000000	0.00049784	0.00008195
0.25000000	0.00051379	0.00011144
0.25000000	0.00053168	0.00015155
0.25000000	0.00055176	0.00020609
0.25000000	0.00057434	0.00028027
0.25000000	0.00059977	0.00038113
0.25000000	0.00062845	0.00051829
0.25000000	0.00066084	0.00070479
0.25000000	0.00069750	0.00095840
0.25000000	0.00073906	0.00130323
0.25000000	0.00078629	0.00177208
0.25000000	0.00084007	0.00240949
0.25000000	0.00090145	0.00327600
0.25000000	0.00097170	0.00445377
0.25000000	0.00105231	0.00605433
0.25000000	0.00114506	0.00822890
0.25000000	0.00125212	0.01118233
0.25000000	0.00137607	0.01519175
0.25000000	0.00152005	0.02063131
0.25000000	0.00168786	0.02800487
0.25000000	0.00188413	0.03798856
0.25000000	0.00211451	0.05148528
0.25000000	0.00238590	0.06969281
0.25000000	0.00270678	0.09418577
0.25000000	0.00308750	0.12700841
0.25000000	0.00354080	0.17076925
0.25000000	0.00408222	0.22871750
0.25000000	0.00473072	0.30476469
0.25000000	0.00550918	0.40339249
0.25000000	0.00644486	0.52936573
0.25000000	0.00756939	0.68716232
0.25000000	0.00891784	0.88006846
0.25000000	0.01052572	1.10900028
0.25000000	0.01242173	1.37130906
0.25000000	0.01461213	1.66003533
0.25000000	0.01704889	1.96413013
0.25000000	0.01956783	2.26989307
0.25000000	0.02177615	2.56332399
0.25000000	0.02287361	2.83258347
0.25000000	0.02147516	3.06969371
0.25000000	0.01590766	3.27103882
0.25000000	0.00658494	3.43680211
0.25000000	0.00040033	3.56982850
0.25000000	0.00000000	3.67441095
0.25000000	0.00000000	3.75531030
0.25000000	0.00000000	3.81710905
0.25000000	0.00000000	3.86386573
0.25000000	0.00000000	3.89898525
0.25000000	0.00000000	3.92522008
0.25000000	0.00000000	3.94473795
0.25000000	0.00000000	3.95921452
0.25000000	0.00000000	3.96992768
0.25000000	0.00000000	3.97784255
0.25000000	0.00000000	3.98368284
0.25000000	0.00000000	4.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000000
0.30000000	0.00000000	0.00000001
0.30000000	0.00000000	0.00000001
0.30000000	0.00000000	0.00000001
0.30000000	0.00000000	0.00000001
0.30000000	0.00000000	0.00000002
0.30000000	0.00000000	0.00000003
0.30000000	0.00000000	0.00000004
0.30000000	0.00000000	0.00000005
0.30000000	0.00000000	0.00000007
0.30000000	0.00000000	0.00000009
0.30000000	0.00000000	0.00000013
0.30000000	0.00000000	0.00000018
0.30000000	0.00000000	0.00000024
0.30000000	0.00000000	0.00000032
0.30000000	0.00000000	0.00000044
0.30000000	0.00000000	0.00000060
0.30000000	0.00000000	0.00000081
0.30000000	0.00000000	0.00000111
0.30000000	0.00000000	0.00000151
0.30000000	0.00000000	0.00000205
0.30000000	0.00000000	0.00000279
0.30000000	0.00000000	0.00000379
0.30000000	0.00000000	0.00000515
0.30000000	0.00000000	0.00000701
0.30000000	0.00000000	0.00000953
0.30000000	0.00000000	0.00001296
0.30000000	0.00000000	0.00001762
0.30000000	0.00000000	0.00002396
0.30000000	0.00000000	0.00003258
0.30000000	0.00000000	0.00004431
0.30000000	0.00000000	0.00006026
0.30000000	0.00000000	0.00008195
0.30000000	0.00000000	0.00011144
0.30000000	0.00000000	0.00015155
0.30000000	0.00000000	0.00020609
0.30000000	0.00000000	0.00028027
0.30000000	0.00000000	0.00038113
0.30000000	0.00000001	0.00051829
0.30000000	0.00000001	0.00070479
0.30000000	0.00000003	0.00095840
0.30000000	0.00000008	0.00130323
0.30000000	0.00000020	0.00177208
0.30000000	0.00000053	0.00240949
0.30000000	0.00000140	0.00327600
0.30000000	0.00000370	0.00445377
0.30000000	0.00000987	0.00605433
0.30000000	0.00002628	0.00822890
0.30000000	0.00006953	0.01118233
0.30000000	0.00018155	0.01519175
0.30000000	0.00046439	0.02063131
0.30000000	0.00115336	0.02800487
0.30000000	0.00275355	0.03798856
0.30000000	0.00624699	0.05148528
0.30000000	0.01329226	0.06969281
0.30000000	0.02613299	0.09418577
0.30000000	0.04667359	0.12700841
0.30000000	0.07428243	0.17076925
0.30000000	0.10307895	0.22871750
0.30000000	0.12168145	0.30476469
0.30000000	0.11884242	0.40339249
0.30000000	0.09306659	0.52936573
0.30000000	0.05640990	0.68716232
0.30000000	0.02543332	0.88006846
0.30000000	0.00815730	1.10900028
0.30000000	0.00177016	1.37130906
0.30000000	0.00024568	1.66003533
0.30000000	0.00002048	1.96413013
0.30000000	0.00000095	2.26989307
0.30000000	0.00000002	2.56332399
0.30000000	0.00000000	2.83258347
0.30000000	0.00000000	3.06969371
0.30000000	0.00000000	3.27103882
0.30000000	0.00000000	3.43680211
0.30000000	0.00000000	3.56982850
0.30000000	0.00000000	3.67441095
0.30000000	0.00000000	3.75531030
0.30000000	0.00000000	3.81710905
0.30000000	0.00000000	3.86386573
0.30000000	0.00000000	3.89898525
0.30000000	0.00000000	3.92522008
0.30000000	0.00000000	3.94473795
0.30000000	0.00000000	3.95921452
0.30000000	0.00000000	3.96992768
0.30000000	0.00000000	3.97784255
0.30000000	0.00000000	3.98368284
0.30000000	0.00000000	4.00000000
0.30000000	0.00043271	0.00000000
0.30000000	0.00043294	0.00000000
0.30000000	0.00043319	0.00000000
0.30000000	0.00043348	0.00000000
0.30000000	0.00043379	0.00000000
0.30000000	0.00043414	0.00000000
0.30000000	0.00043452	0.00000000
0.30000000	0.00043495	0.00000000
0.30000000	0.00043542	0.00000000
0.30000000	0.00043594	0.00000000
0.30000000	0.00043652	0.00000000
0.30000000	0.00043716	0.00000001
0.30000000	0.00043788	0.00000001
0.30000000	0.00043867	0.00000001
0.30000000	0.00043954	0.00000001
0.30000000	0.00044051	0.00000002
0.30000000	0.00044159	0.00000003
0.30000000	0.00044278	0.00000004
0.30000000	0.00044411	0.00000005
0.30000000	0.00044558	0.00000007
0.30000000	0.00044720	0.00000009
0.30000000	0.00044901	0.00000013
0.30000000	0.00045101	0.00000018
0.30000000	0.00045324	0.00000024
0.30000000	0.00045571	0.00000032
0.30000000	0.00045845	0.00000044
0.30000000	0.00046149	0.00000060
0.30000000	0.00046486	0.00000081
0.30000000	0.00046862	0.00000111
0.30000000	0.00047278	0.00000151
0.30000000	0.00047742	0.00000205
0.30000000	0.00048256	0.00000279
0.30000000	0.00048829	0.00000379
0.30000000	0.00049466	0.00000515
0.30000000	0.00050175	0.00000701
0.30000000	0.00050965	0.00000953
0.30000000	0.00051845	0.00001296
0.30000000	0.00052826	0.00001762
0.30000000	0.00053920	0.00002396
0.30000000	0.00055142	0.00003258
0.30000000	0.00056507	0.00004431
0.30000000	0.00058033	0.00006026
0.30000000	0.00059741	0.00008195
0.30000000	0.00061655	0.00011144
0.30000000	0.00063801	0.00015155
0.30000000	0.00066211	0.00020609
0.30000000	0.00068921	0.00028027
0.30000000	0.00071973	0.00038113
0.30000000	0.00075414	0.00051829
0.30000000	0.00079301	0.00070479
0.30000000	0.00083700	0.00095840
0.30000000	0.00088687	0.00130323
0.30000000	0.00094354	0.00177208
0.30000000	0.00100808	0.00240949
0.30000000	0.00108174	0.00327600
0.30000000	0.00116604	0.00445377
0.30000000	0.00126277	0.00605433
0.30000000	0.00137408	0.00822890
0.30000000	0.00150254	0.01118233
0.30000000	0.00165128	0.01519175
0.30000000	0.00182406	0.02063131
0.30000000	0.00202543	0.02800487
0.30000000	0.00226095	0.03798856
0.30000000	0.00253741	0.05148528
0.30000000	0.00286308	0.06969281
0.30000000	0.00324813	0.09418577
0.30000000	0.00370501	0.12700841
0.30000000	0.00424896	0.17076925
0.30000000	0.00489866	0.22871750
0.30000000	0.00567686	0.30476469
0.30000000	0.00661101	0.40339249
0.30000000	0.00773383	0.52936573
0.30000000	0.00908326	0.68716232
0.30000000	0.01070141	0.88006846
0.30000000	0.01263086	1.10900028
0.30000000	0.01490608	1.37130906
0.30000000	0.01753456	1.66003533
0.30000000	0.02045866	1.96413013
0.30000000	0.02348139	2.26989307
0.30000000	0.02613138	2.56332399
0.30000000	0.02744833	2.83258347
0.30000000	0.02577019	3.06969371
0.30000000	0.01908919	3.27103882
0.30000000	0.00790192	3.43680211
0.30000000	0.00048039	3.56982850
0.30000000	0.00000000	3.67441095
0.30000000	0.00000000	3.75531030
0.30000000	0.00000000	3.81710905
0.30000000	0.00000000	3.86386573
0.30000000	0.00000000	3.89898525
0.30000000	0.00000000	3.92522008
0.30000000	0.00000000	3.94473795
0.30000000	0.00000000	3.95921452
0.30000000	0.00000000	3.96992768
0.30000000	0.00000000	3.97784255
0.30000000	0.00000000	3.98368284
0.30000000	0.00000000	4.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000000
0.35000000	0.00000000	0.00000001
0.35000000	0.00000000	0.00000001
0.35000000	0.00000000	0.00000001
0.35000000	0.00000000	0.00000001
0.35000000	0.00000000	0.00000002
0.35000000	0.00000000	0.00000003
0.35000000	0.00000000	0.00000004
0.35000000	0.00000000	0.00000005
0.35000000	0.00000000	0.00000007
0.35000000	0.00000000	0.00000009
0.35000000	0.00000000	0.00000013
0.35000000	0.00000000	0.00000018
0.35000000	0.00000000	0.00000024
0.35000000	0.00000000	0.00000032
0.35000000	0.00000000	0.00000044
0.35000000	0.00000000	0.00000060
0.35000000	0.00000000	0.00000081
0.35000000	0.00000000	0.00000111
0.35000000	0.00000000	0.00000151
0.35000000	0.00000000	0.00000205
0.35000000	0.00000000	0.00000279
0.35000000	0.00000000	0.00000379
0.35000000	0.00000000	0.00000515
0.35000000	0.00000000	0.00000701
0.35000000	0.00000000	0.00000953
0.35000000	0.00000000	0.00001296
0.35000000	0.00000000	0.00001762
0.35000000	0.00000000	0.00002396
0.35000000	0.00000000	0.00003258
0.35000000	0.00000000	0.00004431
0.35000000	0.00000000	0.00006026
0.35000000	0.00000000	0.00008195
0.35000000	0.00000000	0.00011144
0.35000000	0.00000000	0.00015155
0.35000000	0.00000000	0.00020609
0.35000000	0.00000000	0.00028027
0.35000000	0.00000000	0.00038113
0.35000000	0.00000000	0.00051829
0.35000000	0.00000001	0.00070479
0.35000000	0.00000003	0.00095840
0.35000000	0.00000007	0.00130323
0.35000000	0.00000019	0.00177208
0.35000000	0.00000049	0.00240949
0.35000000	0.00000130	0.00327600
0.35000000	0.00000344	0.00445377
0.35000000	0.00000916	0.00605433
0.35000000	0.00002440	0.00822890
0.35000000	0.00006456	0.01118233
0.35000000	0.00016859	0.01519175
0.35000000	0.00043122	0.02063131
0.35000000	0.00107098	0.02800487
0.35000000	0.00255687	0.03798856
0.35000000	0.00580078	0.05148528
0.35000000	0.01234281	0.06969281
0.35000000	0.02426635	0.09418577
0.35000000	0.04333976	0.12700841
0.35000000	0.06897654	0.17076925
0.35000000	0.09571617	0.22871750
0.35000000	0.11298992	0.30476469
0.35000000	0.11035368	0.40339249
0.35000000	0.08641898	0.52936573
0.35000000	0.05238062	0.68716232
0.35000000	0.02361666	0.88006846
0.35000000	0.00757464	1.10900028
0.35000000	0.00164372	1.37130906
0.35000000	0.00022813	1.66003533
0.35000000	0.00001901	1.96413013
0.35000000	0.00000089	2.26989307
0.35000000	0.00000002	2.56332399
0.35000000	0.00000000	2.83258347
0.35000000	0.00000000	3.06969371
0.35000000	0.00000000	3.27103882
0.35000000	0.00000000	3.43680211
0.35000000	0.00000000	3.56982850
0.35000000	0.00000000	3.67441095
0.35000000	0.00000000	3.75531030
0.35000000	0.00000000	3.81710905
0.35000000	0.00000000	3.86386573
0.35000000	0.00000000	3.89898525
0.35000000	0.00000000	3.92522008
0.35000000	0.00000000	3.94473795
0.35000000	0.00000000	3.95921452
0.35000000	0.00000000	3.96992768
0.35000000	0.00000000	3.97784255
0.35000000	0.00000000	3.98368284
0.35000000	0.00000000	4.00000000
0.35000000	0.00050483	0.00000000
0.35000000	0.00050509	0.00000000
0.35000000	0.00050539	0.00000000
0.35000000	0.00050572	0.00000000
0.35000000	0.00050609	0.00000000
0.35000000	0.00050649	0.00000000
0.35000000	0.00050694	0.00000000
0.35000000	0.00050744	0.00000000
0.35000000	0.00050799	0.00000000
0.35000000	0.00050860	0.00000000
0.35000000	0.00050927	0.00000000
0.35000000	0.00051002	0.00000001
0.35000000	0.00051086	0.00000001
0.35000000	0.00051178	0.00000001
0.35000000	0.00051280	0.00000001
0.35000000	0.00051393	0.00000002
0.35000000	0.00051519	0.00000003
0.35000000	0.00051658	0.00000004
0.35000000	0.00051813	0.00000005
0.35000000	0.00051984	0.00000007
0.35000000	0.00052174	0.00000009
0.35000000	0.00052385	0.00000013
0.35000000	0.00052618	0.00000018
0.35000000	0.00052878	0.00000024
0.35000000	0.00053166	0.00000032
0.35000000	0.00053485	0.00000044
0.35000000	0.00053840	0.00000060
0.35000000	0.00054234	0.00000081
0.35000000	0.00054672	0.00000111
0.35000000	0.00055158	0.00000151
0.35000000	0.00055698	0.00000205
0.35000000	0.00056299	0.00000279
0.35000000	0.00056967	0.00000379
0.35000000	0.00057711	0.00000515
0.35000000	0.00058538	0.00000701
0.35000000	0.00059459	0.00000953
0.35000000	0.00060486	0.00001296
0.35000000	0.00061630	0.00001762
0.35000000	0.00062907	0.00002396
0.35000000	0.00064333	0.00003258
0.35000000	0.00065925	0.00004431
0.35000000	0.00067705	0.00006026
0.35000000	0.00069698	0.00008195
0.35000000	0.00071931	0.00011144
0.35000000	0.00074435	0.00015155
0.35000000	0.00077247	0.00020609
0.35000000	0.00080408	0.00028027
0.35000000	0.00083968	0.00038113
0.35000000	0.00087983	0.00051829
0.35000000	0.00092518	0.00070479
0.35000000	0.00097650	0.00095840
0.35000000	0.00103469	0.00130323
0.35000000	0.00110080	0.00177208
0.35000000	0.00117609	0.00240949
0.35000000	0.00126203	0.00327600
0.35000000	0.00136038	0.00445377
0.35000000	0.00147323	0.00605433
0.35000000	0.00160309	0.00822890
